city,location,datetime,pm25,unit
Lahore,Lahore,2025-09-25T22:08:50Z,28.36,µg/m³
Lahore,Lahore,2025-09-25T22:26:08Z,32.96,µg/m³
Lahore,Lahore,2025-09-25T22:43:27Z,37.7,µg/m³
Lahore,"Barki, Lahore",2025-09-25T23:00:00Z,144.63562501271565,µg/m³
Lahore,Lahore,2025-09-25T23:00:45Z,36.02,µg/m³
Lahore,Lahore,2025-09-25T23:18:04Z,31.48,µg/m³
Lahore,Lahore,2025-09-25T23:35:23Z,29.97,µg/m³
Lahore,Lahore,2025-09-25T23:52:41Z,29.55,µg/m³
Lahore,"Barki, Lahore",2025-09-26T00:00:00Z,140.42150001525877,µg/m³
Lahore,Lahore,2025-09-26T00:10:00Z,28.97,µg/m³
Lahore,Lahore,2025-09-26T00:27:19Z,31.71,µg/m³
Lahore,Lahore,2025-09-26T00:44:37Z,34.93,µg/m³
Lahore,"Barki, Lahore",2025-09-26T01:00:00Z,142.84994434780546,µg/m³
Lahore,Lahore,2025-09-26T01:01:56Z,37.2,µg/m³
Lahore,Lahore,2025-09-26T01:19:15Z,42.37,µg/m³
Lahore,Lahore,2025-09-26T01:36:34Z,46.57,µg/m³
Lahore,Lahore,2025-09-26T01:53:53Z,49.26,µg/m³
Lahore,"Barki, Lahore",2025-09-26T02:00:00Z,140.96150016784668,µg/m³
Lahore,"Barki, Lahore",2025-09-26T03:00:00Z,98.15030526055232,µg/m³
Lahore,Lahore,2025-09-26T03:55:04Z,79.37,µg/m³
Lahore,"Barki, Lahore",2025-09-26T04:00:00Z,84.13449974060057,µg/m³
Lahore,Lahore,2025-09-26T04:12:23Z,76.84,µg/m³
Lahore,Lahore,2025-09-26T04:29:41Z,69.43,µg/m³
Lahore,Lahore,2025-09-26T04:47:00Z,69.62,µg/m³
Lahore,"Barki, Lahore",2025-09-26T05:00:00Z,62.97240306006537,µg/m³
Lahore,Lahore,2025-09-26T05:04:18Z,53.8,µg/m³
Lahore,Lahore,2025-09-26T05:21:37Z,53.08,µg/m³
Lahore,Lahore,2025-09-26T05:38:55Z,54.72,µg/m³
Lahore,Lahore,2025-09-26T05:56:13Z,51.65,µg/m³
Lahore,"Barki, Lahore",2025-09-26T06:00:00Z,78.38395837148029,µg/m³
Lahore,Lahore,2025-09-26T06:13:31Z,50.54,µg/m³
Lahore,Lahore,2025-09-26T06:30:49Z,51.12,µg/m³
Lahore,Lahore,2025-09-26T06:48:07Z,54.48,µg/m³
Lahore,"Barki, Lahore",2025-09-26T07:00:00Z,46.45912494659424,µg/m³
Lahore,Lahore,2025-09-26T07:05:25Z,48.45,µg/m³
Lahore,Lahore,2025-09-26T07:22:43Z,41.34,µg/m³
Lahore,Lahore,2025-09-26T07:40:00Z,54.71,µg/m³
Lahore,Lahore,2025-09-26T07:57:18Z,65.29,µg/m³
Lahore,"Barki, Lahore",2025-09-26T08:00:00Z,39.79120820363363,µg/m³
Lahore,Lahore,2025-09-26T08:14:36Z,55.84,µg/m³
Lahore,Lahore,2025-09-26T08:31:54Z,51.61,µg/m³
Lahore,Lahore,2025-09-26T08:49:12Z,45.68,µg/m³
Lahore,"Barki, Lahore",2025-09-26T09:00:00Z,39.51725006103516,µg/m³
Lahore,Lahore,2025-09-26T09:06:29Z,37.0,µg/m³
Lahore,Lahore,2025-09-26T09:23:47Z,33.93,µg/m³
Lahore,Lahore,2025-09-26T09:41:05Z,35.53,µg/m³
Lahore,Lahore,2025-09-26T09:58:23Z,40.37,µg/m³
Lahore,"Barki, Lahore",2025-09-26T10:00:00Z,36.664722018771705,µg/m³
Lahore,"Barki, Lahore",2025-09-26T11:00:00Z,42.6985829671224,µg/m³
Lahore,Lahore,2025-09-26T11:07:34Z,39.51,µg/m³
Lahore,Lahore,2025-09-26T11:24:52Z,40.91,µg/m³
Lahore,Lahore,2025-09-26T11:42:10Z,40.98,µg/m³
Lahore,Lahore,2025-09-26T11:59:28Z,41.61,µg/m³
Lahore,"Barki, Lahore",2025-09-26T12:00:00Z,69.70312519073487,µg/m³
Lahore,Lahore,2025-09-26T12:16:47Z,34.62,µg/m³
Lahore,Lahore,2025-09-26T12:34:05Z,33.48,µg/m³
Lahore,Lahore,2025-09-26T12:51:23Z,38.02,µg/m³
Lahore,"Barki, Lahore",2025-09-26T13:00:00Z,67.84720834096272,µg/m³
Lahore,"Barki, Lahore",2025-09-26T14:00:00Z,63.13945840199789,µg/m³
Lahore,Lahore,2025-09-26T14:00:39Z,46.67,µg/m³
Lahore,Lahore,2025-09-26T14:17:58Z,46.7,µg/m³
Lahore,Lahore,2025-09-26T14:35:16Z,47.89,µg/m³
Lahore,Lahore,2025-09-26T14:52:35Z,44.79,µg/m³
Lahore,"Barki, Lahore",2025-09-26T15:00:00Z,83.79758351643882,µg/m³
Lahore,Lahore,2025-09-26T15:09:53Z,47.24,µg/m³
Lahore,Lahore,2025-09-26T15:27:18Z,46.19,µg/m³
Lahore,Lahore,2025-09-26T15:44:37Z,48.74,µg/m³
Lahore,"Barki, Lahore",2025-09-26T16:00:00Z,74.35783322652182,µg/m³
Lahore,Lahore,2025-09-26T16:01:55Z,49.01,µg/m³
Lahore,Lahore,2025-09-26T16:19:14Z,47.42,µg/m³
Lahore,Lahore,2025-09-26T16:36:36Z,50.29,µg/m³
Lahore,Lahore,2025-09-26T16:53:54Z,49.47,µg/m³
Lahore,"Barki, Lahore",2025-09-26T17:00:00Z,74.53050003051759,µg/m³
Lahore,"Barki, Lahore",2025-09-26T18:00:00Z,80.6701392703586,µg/m³
Lahore,Lahore,2025-09-26T18:03:09Z,49.24,µg/m³
Lahore,Lahore,2025-09-26T18:20:28Z,50.5,µg/m³
Lahore,Lahore,2025-09-26T18:37:46Z,49.53,µg/m³
Lahore,Lahore,2025-09-26T18:55:05Z,48.79,µg/m³
Lahore,"Barki, Lahore",2025-09-26T19:00:00Z,92.58970826466879,µg/m³
Lahore,"Barki, Lahore",2025-09-26T20:00:00Z,89.18816668192545,µg/m³
Lahore,Lahore,2025-09-26T20:56:18Z,54.91,µg/m³
Lahore,"Barki, Lahore",2025-09-26T21:00:00Z,101.61233304341634,µg/m³
Lahore,Lahore,2025-09-26T21:13:37Z,54.39,µg/m³
Lahore,Lahore,2025-09-26T21:30:56Z,54.44,µg/m³
Lahore,Lahore,2025-09-26T21:48:15Z,53.38,µg/m³
Lahore,"Barki, Lahore",2025-09-26T22:00:00Z,95.16570847829183,µg/m³
Lahore,"Barki, Lahore",2025-09-26T23:00:00Z,89.28716684977212,µg/m³
Lahore,"Barki, Lahore",2025-09-27T00:00:00Z,84.35033315022785,µg/m³
Lahore,"Barki, Lahore",2025-09-27T01:00:00Z,90.11187496185305,µg/m³
Lahore,"Barki, Lahore",2025-09-27T02:00:00Z,106.02812455495199,µg/m³
Lahore,"Barki, Lahore",2025-09-27T03:00:00Z,112.5958749771118,µg/m³
Lahore,"Barki, Lahore",2025-09-27T04:00:00Z,88.40199973366477,µg/m³
Lahore,"Barki, Lahore",2025-09-27T05:00:00Z,69.8007079442342,µg/m³
Lahore,Lahore,2025-09-27T05:01:07Z,55.38,µg/m³
Lahore,Lahore,2025-09-27T05:18:25Z,59.08,µg/m³
Lahore,Lahore,2025-09-27T05:35:43Z,63.34,µg/m³
Lahore,Lahore,2025-09-27T05:53:01Z,50.86,µg/m³
Lahore,"Barki, Lahore",2025-09-27T06:00:00Z,46.25541674296061,µg/m³
Lahore,"Barki, Lahore",2025-09-27T07:00:00Z,39.030486022101506,µg/m³
Lahore,"Barki, Lahore",2025-09-27T08:00:00Z,36.482541751861575,µg/m³
Lahore,Lahore,2025-09-27T09:03:18Z,27.62,µg/m³
Lahore,Lahore,2025-09-27T09:20:36Z,29.87,µg/m³
Lahore,Lahore,2025-09-27T09:37:53Z,30.07,µg/m³
Lahore,Lahore,2025-09-27T09:55:11Z,29.11,µg/m³
Lahore,Lahore,2025-09-27T10:12:29Z,29.99,µg/m³
Lahore,Lahore,2025-09-27T10:29:46Z,31.51,µg/m³
Lahore,Lahore,2025-09-27T10:47:04Z,30.37,µg/m³
Lahore,"Barki, Lahore",2025-09-27T11:00:00Z,39.24304167429606,µg/m³
Lahore,Lahore,2025-09-27T11:04:25Z,27.92,µg/m³
Lahore,Lahore,2025-09-27T11:21:42Z,29.86,µg/m³
Lahore,Lahore,2025-09-27T11:39:00Z,32.59,µg/m³
Lahore,Lahore,2025-09-27T11:56:18Z,32.57,µg/m³
Lahore,"Barki, Lahore",2025-09-27T12:00:00Z,45.39608332316081,µg/m³
Lahore,Lahore,2025-09-27T12:13:39Z,34.18,µg/m³
Lahore,Lahore,2025-09-27T12:30:57Z,34.68,µg/m³
Lahore,Lahore,2025-09-27T12:48:15Z,32.55,µg/m³
Lahore,"Barki, Lahore",2025-09-27T13:00:00Z,56.78500022888184,µg/m³
Lahore,Lahore,2025-09-27T13:05:33Z,35.37,µg/m³
Lahore,Lahore,2025-09-27T13:22:54Z,38.74,µg/m³
Lahore,Lahore,2025-09-27T13:40:12Z,46.08,µg/m³
Lahore,Lahore,2025-09-27T13:57:30Z,44.81,µg/m³
Lahore,"Barki, Lahore",2025-09-27T14:00:00Z,71.56534705691867,µg/m³
Lahore,Lahore,2025-09-27T14:14:49Z,47.3,µg/m³
Lahore,Lahore,2025-09-27T14:32:07Z,46.31,µg/m³
Lahore,Lahore,2025-09-27T14:49:25Z,47.82,µg/m³
Lahore,"Barki, Lahore",2025-09-27T15:00:00Z,76.98183339436848,µg/m³
Lahore,Lahore,2025-09-27T15:58:39Z,53.74,µg/m³
Lahore,"Barki, Lahore",2025-09-27T16:00:00Z,86.44791666666667,µg/m³
Lahore,Lahore,2025-09-27T16:15:58Z,55.68,µg/m³
Lahore,Lahore,2025-09-27T16:33:17Z,56.33,µg/m³
Lahore,Lahore,2025-09-27T16:50:38Z,59.22,µg/m³
Lahore,"Barki, Lahore",2025-09-27T17:00:00Z,114.53679167429607,µg/m³
Lahore,Lahore,2025-09-27T17:07:57Z,58.28,µg/m³
Lahore,Lahore,2025-09-27T17:25:15Z,59.37,µg/m³
Lahore,Lahore,2025-09-27T17:42:34Z,62.93,µg/m³
Lahore,Lahore,2025-09-27T17:59:56Z,64.18,µg/m³
Lahore,"Barki, Lahore",2025-09-27T18:00:00Z,91.9410416285197,µg/m³
Lahore,Lahore,2025-09-27T18:17:14Z,63.73,µg/m³
Lahore,Lahore,2025-09-27T18:34:33Z,69.44,µg/m³
Lahore,Lahore,2025-09-27T18:51:52Z,68.78,µg/m³
Lahore,"Barki, Lahore",2025-09-27T19:00:00Z,89.79804172515868,µg/m³
Lahore,Lahore,2025-09-27T19:09:14Z,72.19,µg/m³
Lahore,Lahore,2025-09-27T19:26:33Z,76.05,µg/m³
Lahore,Lahore,2025-09-27T19:43:52Z,73.85,µg/m³
Lahore,"Barki, Lahore",2025-09-27T20:00:00Z,89.26041666666667,µg/m³
Lahore,Lahore,2025-09-27T20:01:11Z,78.93,µg/m³
Lahore,Lahore,2025-09-27T20:18:30Z,80.36,µg/m³
Lahore,Lahore,2025-09-27T20:35:49Z,84.02,µg/m³
Lahore,Lahore,2025-09-27T20:53:08Z,85.31,µg/m³
Lahore,"Barki, Lahore",2025-09-27T21:00:00Z,93.31018043094213,µg/m³
Lahore,"Barki, Lahore",2025-09-27T22:00:00Z,103.46091677347822,µg/m³
Lahore,"Barki, Lahore",2025-09-27T23:00:00Z,115.24438866509331,µg/m³
Lahore,Lahore,2025-09-27T23:11:38Z,125.66,µg/m³
Lahore,Lahore,2025-09-27T23:28:57Z,126.75,µg/m³
Lahore,Lahore,2025-09-27T23:46:16Z,131.4,µg/m³
Lahore,"Barki, Lahore",2025-09-28T00:00:00Z,133.49620850880942,µg/m³
Lahore,Lahore,2025-09-28T00:03:35Z,132.02,µg/m³
Lahore,Lahore,2025-09-28T00:20:54Z,132.69,µg/m³
Lahore,Lahore,2025-09-28T00:38:13Z,130.63,µg/m³
Lahore,Lahore,2025-09-28T00:55:35Z,127.49,µg/m³
Lahore,"Barki, Lahore",2025-09-28T01:00:00Z,161.4422504425049,µg/m³
Lahore,Lahore,2025-09-28T01:12:54Z,127.46,µg/m³
Lahore,Lahore,2025-09-28T01:30:14Z,122.56,µg/m³
Lahore,Lahore,2025-09-28T01:47:33Z,125.76,µg/m³
Lahore,"Barki, Lahore",2025-09-28T02:00:00Z,185.4463750839233,µg/m³
Lahore,Lahore,2025-09-28T02:04:52Z,122.62,µg/m³
Lahore,Lahore,2025-09-28T02:22:11Z,110.21,µg/m³
Lahore,Lahore,2025-09-28T02:39:30Z,105.48,µg/m³
Lahore,Lahore,2025-09-28T02:56:49Z,95.3,µg/m³
Lahore,"Barki, Lahore",2025-09-28T03:00:00Z,121.814208539327,µg/m³
Lahore,Lahore,2025-09-28T03:14:11Z,76.37,µg/m³
Lahore,Lahore,2025-09-28T03:31:30Z,53.02,µg/m³
Lahore,Lahore,2025-09-28T03:48:48Z,50.2,µg/m³
Lahore,"Barki, Lahore",2025-09-28T04:00:00Z,79.86587505340576,µg/m³
Lahore,Lahore,2025-09-28T04:06:07Z,49.48,µg/m³
Lahore,Lahore,2025-09-28T04:23:26Z,49.19,µg/m³
Lahore,Lahore,2025-09-28T04:40:44Z,53.79,µg/m³
Lahore,Lahore,2025-09-28T04:58:03Z,42.96,µg/m³
